#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 10 19 08 20 104  5.9  6.8 99.00 99.00 99.00 999 1011.9   9.5  10.2 999.0 99.0 99.00
2009 10 19 08 50 103  4.9  5.8  1.30  8.33  6.95 212 1012.0   9.8  10.2 999.0 99.0 99.00
2009 10 19 09 20  99  4.0  5.0 99.00 99.00 99.00 999 1012.1   9.8  10.3 999.0 99.0 99.00
2009 10 19 09 50  96  3.4  4.1  1.25  8.33  6.95 219 1012.2  10.0  11.0 999.0 99.0 99.00
2009 10 19 10 20  84  4.6  6.5 99.00 99.00 99.00 999 1012.1  10.3  11.2 999.0 99.0 99.00
2009 10 19 10 50  78  4.6  5.6  1.12  7.69  6.99 216 1012.0  10.1  11.3 999.0 99.0 99.00
2009 10 19 11 20  77  2.8  3.5 99.00 99.00 99.00 999 1012.2  10.1  11.3 999.0 99.0 99.00
2009 10 19 11 50  86  2.8  3.4  0.97  8.33  6.96 207 1012.3  10.1  11.3 999.0 99.0 99.00
2009 10 19 12 20  78  3.3  4.0 99.00 99.00 99.00 999 1012.3  10.4  11.4 999.0 99.0 99.00
2009 10 19 12 50  90  3.5  4.3  0.87  8.33  6.95 222 1012.3  10.4  11.6 999.0 99.0 99.00
2009 10 19 13 20  78  2.8  3.7 99.00 99.00 99.00 999 1012.7  10.2  11.5 999.0 99.0 99.00
2009 10 19 13 50  82  2.8  3.8  0.87  9.09  7.23 232 1012.8  10.1  11.6 999.0 99.0 99.00
2009 10 19 14 20  55  2.6  3.0 99.00 99.00 99.00 999 1012.8  10.3  11.6 999.0 99.0 99.00
2009 10 19 14 50  62  2.8  3.3  0.85  9.09  6.65 252 1013.1  10.2  11.6 999.0 99.0 99.00
2009 10 19 15 20  62  2.1  2.8 99.00 99.00 99.00 999 1013.4  10.1  11.4 999.0 99.0 99.00
2009 10 19 15 50  80  2.2  3.5  0.81  8.33  7.25 224 1013.7  10.5  11.3 999.0 99.0 99.00
2009 10 19 16 20  72  2.6  3.4 99.00 99.00 99.00 999 1013.9  10.7  11.4 999.0 99.0 99.00
2009 10 19 16 50  78  3.2  4.1  0.82  8.33  7.44 228 1014.0  10.7  11.4 999.0 99.0 99.00
2009 10 19 17 20  69  3.3  4.1 99.00 99.00 99.00 999 1014.3  10.9  11.5 999.0 99.0 99.00
2009 10 19 17 50  80  3.4  4.1  0.93  9.09  7.57 229 1014.3  10.9  11.5 999.0 99.0 99.00
2009 10 19 18 20  86  3.3  4.2 99.00 99.00 99.00 999 1014.6  11.0  11.7 999.0 99.0 99.00
2009 10 19 18 50  86  2.7  3.2  0.81  8.33  7.60 230 1014.8  11.2  11.8 999.0 99.0 99.00
2009 10 19 19 20  86  2.2  2.7 99.00 99.00 99.00 999 1014.9  11.3  11.8 999.0 99.0 99.00
2009 10 19 19 50  86  1.5  2.0  0.75  8.33  7.50 220 1015.2  11.4  12.0 999.0 99.0 99.00
2009 10 19 20 20  39  0.8  1.2 99.00 99.00 99.00 999 1015.6  11.9  12.2 999.0 99.0 99.00
2009 10 19 20 50  39  0.7  1.1  0.78  8.33  7.52 215 1015.6  11.8  12.5 999.0 99.0 99.00
2009 10 19 21 20 337  0.5  0.9 99.00 99.00 99.00 999 1015.8  12.0  12.9 999.0 99.0 99.00
2009 10 19 21 50 292  0.4  1.1  0.77  7.69  7.18 206 1015.8  12.1  12.8 999.0 99.0 99.00
2009 10 19 22 20 321  1.7  2.4 99.00 99.00 99.00 999 1015.9  12.1  12.7 999.0 99.0 99.00
2009 10 19 22 50 319  2.5  2.9  0.92 10.00  7.05  88 1015.9  11.7  12.4 999.0 99.0 99.00
2009 10 19 23 20 327  2.5  2.9 99.00 99.00 99.00 999 1015.9  11.6  12.3 999.0 99.0 99.00
2009 10 19 23 50 322  1.8  2.1  0.85  8.33  7.13 221 1016.0  11.3  12.9 999.0 99.0 99.00
2009 10 20 00 20 313  1.8  2.2 99.00 99.00 99.00 999 1015.8  11.0  12.6 999.0 99.0 99.00
2009 10 20 00 50 317  2.8  3.4  0.76  8.33  7.31 221 1016.4  10.0  12.5 999.0 99.0 99.00
2009 10 20 01 20 326  2.9  3.4 99.00 99.00 99.00 999 1016.7   9.5  12.5 999.0 99.0 99.00
2009 10 20 01 50 315  3.5  4.4  0.72  8.33  7.24 248 1017.0   9.4  12.2 999.0 99.0 99.00
2009 10 20 02 20 323  2.9  4.1 99.00 99.00 99.00 999 1017.3   9.4  12.1 999.0 99.0 99.00
2009 10 20 02 50 304  3.2  3.9  0.75  7.69  7.25 249 1018.0   9.5  12.3 999.0 99.0 99.00
2009 10 20 03 20 318  2.4  3.3 99.00 99.00 99.00 999 1018.0   9.3  12.1 999.0 99.0 99.00
2009 10 20 03 50 316  0.9  2.1  0.68  8.33  7.32 256 1017.9   9.1  11.8 999.0 99.0 99.00
2009 10 20 04 20 332  1.6  2.6 99.00 99.00 99.00 999 1018.4   9.1  11.7 999.0 99.0 99.00
2009 10 20 04 50 326  1.7  2.5  0.82  8.33  7.93 267 1018.6   9.2  11.5 999.0 99.0 99.00
2009 10 20 05 20 317  0.4  1.6 99.00 99.00 99.00 999 1018.8   9.2  11.4 999.0 99.0 99.00
2009 10 20 05 50  95  0.3  1.2  0.89  7.69  7.51 271 1018.6   9.2  11.0 999.0 99.0 99.00
2009 10 20 06 20 202  0.4  1.1 99.00 99.00 99.00 999 1018.6   9.2  10.8 999.0 99.0 99.00
2009 10 20 06 50 155  0.9  2.2  0.88  8.33  7.37 246 1018.6   9.0  10.6 999.0 99.0 99.00
2009 10 20 07 20 330  0.5  1.5 99.00 99.00 99.00 999 1018.7   8.9  10.6 999.0 99.0 99.00
2009 10 20 07 50 293  0.2  0.7  1.07  9.09  7.21 218 1019.0   9.0  10.6 999.0 99.0 99.00
2009 10 20 08 20 189  0.3  0.9 99.00 99.00 99.00 999 1019.2   9.0  10.7 999.0 99.0 99.00
2009 10 20 08 50 272  0.8  1.8  1.19  8.33  7.34 234 1019.1   9.0  10.7 999.0 99.0 99.00
2009 10 20 09 20 304  0.7  1.4 99.00 99.00 99.00 999 1019.1   9.0  10.7 999.0 99.0 99.00
2009 10 20 09 50 180  0.1  0.6  1.38  8.33  7.63 217 1019.2   9.0  10.6 999.0 99.0 99.00
2009 10 20 10 20 215  1.3  2.3 99.00 99.00 99.00 999 1019.3   9.0  10.6 999.0 99.0 99.00
2009 10 20 10 50 152  0.3  1.0  1.39  9.09  7.91 222 1019.1   9.1  10.6 999.0 99.0 99.00
2009 10 20 11 20 125  0.3  1.2 99.00 99.00 99.00 999 1019.0   9.1  10.7 999.0 99.0 99.00
2009 10 20 11 50   4  0.1  0.9  1.34  9.09  8.24 218 1018.9   9.1  11.1 999.0 99.0 99.00
2009 10 20 12 20  71  3.5  4.3 99.00 99.00 99.00 999 1018.9   8.9  11.5 999.0 99.0 99.00
2009 10 20 12 50  80  2.6  3.6  1.39  9.09  8.24 227 1019.0   9.0  11.6 999.0 99.0 99.00
2009 10 20 13 20  75  3.1  4.3 99.00 99.00 99.00 999 1018.9   9.1  11.6 999.0 99.0 99.00
2009 10 20 13 50  74  3.7  4.8  1.34  9.09  8.69 211 1018.8   9.2  11.6 999.0 99.0 99.00
2009 10 20 14 20  87  3.5  4.7 99.00 99.00 99.00 999 1018.8   9.4  11.6 999.0 99.0 99.00
2009 10 20 14 50  96  4.5  5.5  1.41  9.09  8.89 223 1018.8   9.3  11.6 999.0 99.0 99.00
2009 10 20 15 20 109  3.8  4.7 99.00 99.00 99.00 999 1019.1   9.5  11.6 999.0 99.0 99.00
2009 10 20 15 50 110  4.5  5.7  1.43  9.09  8.88 233 1019.0   9.8  11.5 999.0 99.0 99.00
2009 10 20 16 20 119  4.7  5.9 99.00 99.00 99.00 999 1019.0   9.8  11.5 999.0 99.0 99.00
2009 10 20 16 50 128  3.7  4.6  1.48 12.90  8.79 243 1019.3   9.9  11.5 999.0 99.0 99.00
2009 10 20 17 20 136  4.5  5.5 99.00 99.00 99.00 999 1019.3   9.7  11.5 999.0 99.0 99.00
2009 10 20 17 50 131  4.3  5.4  1.46 13.79  9.55 235 1019.2  10.0  11.6 999.0 99.0 99.00
2009 10 20 18 20 130  4.8  6.0 99.00 99.00 99.00 999 1018.9   9.8  11.6 999.0 99.0 99.00
2009 10 20 18 50 143  4.3  5.2  1.57 12.90  8.89 241 1019.2   9.7  11.6 999.0 99.0 99.00
2009 10 20 19 20 121  4.5  5.7 99.00 99.00 99.00 999 1018.9   9.6  11.6 999.0 99.0 99.00
2009 10 20 19 50 110  5.8  7.5  1.83 12.12  8.92 239 1018.5   9.5  11.8 999.0 99.0 99.00
2009 10 20 20 20 113  7.3  9.0 99.00 99.00 99.00 999 1017.9   9.4  11.9 999.0 99.0 99.00
2009 10 20 20 50 111  7.4  8.6  2.04 11.43  8.63 243 1017.7   9.3  11.8 999.0 99.0 99.00
2009 10 20 21 20 118  7.4  8.7 99.00 99.00 99.00 999 1017.6   9.3  11.8 999.0 99.0 99.00
2009 10 20 21 50 115  7.6  9.4  2.11 12.12  7.97 240 1017.3   9.4  11.7 999.0 99.0 99.00
2009 10 20 22 20 111  7.4  9.2 99.00 99.00 99.00 999 1017.2   9.4  11.7 999.0 99.0 99.00
2009 10 20 22 50 109  8.4 10.3  1.97 10.00  7.40 233 1016.5   9.4  11.6 999.0 99.0 99.00
2009 10 20 23 20 110  9.3 11.0 99.00 99.00 99.00 999 1015.8   9.3  11.6 999.0 99.0 99.00
2009 10 20 23 50 118  8.6 10.1  2.03 10.81  7.05 225 1016.2   9.6  11.5 999.0 99.0 99.00
2009 10 21 00 20 112  9.2 10.9 99.00 99.00 99.00 999 1015.9   9.9  11.5 999.0 99.0 99.00
2009 10 21 00 50 107  9.2 11.5  1.79 10.00  6.58 238 1015.5   9.9  11.5 999.0 99.0 99.00
2009 10 21 01 20 112  9.6 11.6 99.00 99.00 99.00 999 1015.0  10.0  11.5 999.0 99.0 99.00
2009 10 21 01 50 125  9.9 11.4  1.60 10.81  6.29 239 1014.7   9.9  11.6 999.0 99.0 99.00
2009 10 21 02 20 123  9.2 10.6 99.00 99.00 99.00 999 1014.8  10.0  11.7 999.0 99.0 99.00
2009 10 21 02 50 129  9.0 10.1  1.62 11.43  6.19 241 1014.9  10.2  11.6 999.0 99.0 99.00
2009 10 21 03 20 121  8.6 11.8 99.00 99.00 99.00 999 1014.7  10.2  11.5 999.0 99.0 99.00
2009 10 21 03 50 124  6.9  8.9  1.46 10.00  6.46 240 1014.9  10.1  11.3 999.0 99.0 99.00
2009 10 21 04 20 116  8.4  9.9 99.00 99.00 99.00 999 1014.1  10.1  11.4 999.0 99.0 99.00
2009 10 21 04 50 106  9.4 11.6  1.65 11.43  7.56 261 1013.0  10.0  11.5 999.0 99.0 99.00
2009 10 21 05 20 124  7.9  9.5 99.00 99.00 99.00 999 1013.7  10.0  11.5 999.0 99.0 99.00
2009 10 21 05 50 118  8.8 10.6  1.49 11.43  7.06 248 1013.0  10.0  11.4 999.0 99.0 99.00
2009 10 21 06 20 116  7.5  8.8 99.00 99.00 99.00 999 1012.9   9.9  11.2 999.0 99.0 99.00
2009 10 21 06 50 119  7.2  8.4  1.36 11.43  7.32 257 1013.8  10.0  10.9 999.0 99.0 99.00
2009 10 21 07 20 109  7.0  8.2 99.00 99.00 99.00 999 1013.4  10.0  10.8 999.0 99.0 99.00
2009 10 21 07 50 106  8.2  9.4  1.53 11.43  8.39 257 1012.8  10.4  10.8 999.0 99.0 99.00
2009 10 21 08 20 106  8.9 10.7 99.00 99.00 99.00 999 1012.4  10.0  10.8 999.0 99.0 99.00
2009 10 21 08 50 102 10.3 12.4  1.56  9.09  6.70 238 1011.5  10.2  10.8 999.0 99.0 99.00
2009 10 21 09 20 113  9.1 10.9 99.00 99.00 99.00 999 1011.2  10.2  10.8 999.0 99.0 99.00
2009 10 21 09 50 111  7.7  9.0  1.63  9.09  6.55 226 1011.1  10.2  10.8 999.0 99.0 99.00
2009 10 21 10 20 134  8.7 10.6 99.00 99.00 99.00 999 1010.8  10.6  10.8 999.0 99.0 99.00
2009 10 21 10 50 131  8.7 10.5  1.76  9.09  6.56 239 1010.5  10.6  10.8 999.0 99.0 99.00
2009 10 21 11 20 115  8.6 10.3 99.00 99.00 99.00 999 1009.7  10.4  10.8 999.0 99.0 99.00
2009 10 21 11 50 115  7.3  8.6  2.01  9.09  6.84 231 1009.8  10.4  10.8 999.0 99.0 99.00
2009 10 21 12 20 122  7.0  8.3 99.00 99.00 99.00 999 1009.8  10.3  10.9 999.0 99.0 99.00
2009 10 21 12 50 133  8.2 10.1  1.83  7.69  6.64 220 1009.5  10.6  11.1 999.0 99.0 99.00
2009 10 21 13 20 136  7.5  9.3 99.00 99.00 99.00 999 1009.7  10.6  11.4 999.0 99.0 99.00
2009 10 21 13 50 131  7.2  9.7  1.85  9.09  7.27 231 1009.9  10.7  11.4 999.0 99.0 99.00
2009 10 21 14 20 131  7.6  8.8 99.00 99.00 99.00 999 1010.0  10.7  11.8 999.0 99.0 99.00
2009 10 21 14 50 130  8.1  9.9  1.80  9.09  7.67 228 1009.9  10.7  11.9 999.0 99.0 99.00
2009 10 21 15 20 106  5.0  6.2 99.00 99.00 99.00 999 1010.4  10.5  11.9 999.0 99.0 99.00
2009 10 21 15 50 103  6.7  9.2  2.21 10.81  7.01 237 1010.4  10.6  12.0 999.0 99.0 99.00
2009 10 21 16 20 165  4.2  6.1 99.00 99.00 99.00 999 1011.0  11.5  12.0 999.0 99.0 99.00
2009 10 21 16 50 209  5.1  6.4  2.14  9.09  6.81 228 1011.4  12.8  12.0 999.0 99.0 99.00
2009 10 21 17 20 219  5.3  6.5 99.00 99.00 99.00 999 1011.8  12.7  12.1 999.0 99.0 99.00
2009 10 21 17 50 207  4.9  5.8  2.04 10.00  7.21 235 1012.1  12.6  12.1 999.0 99.0 99.00
2009 10 21 18 20 207  5.4  6.5 99.00 99.00 99.00 999 1012.6  12.7  12.1 999.0 99.0 99.00
2009 10 21 18 50 200  5.4  6.2  1.82 11.43  7.31 233 1012.8  12.6  12.1 999.0 99.0 99.00
2009 10 21 19 20 207  6.2  8.4 99.00 99.00 99.00 999 1013.0  12.6  12.2 999.0 99.0 99.00
2009 10 21 19 50 215  6.0  7.0  2.17 10.00  8.00 235 1013.2  12.7  12.2 999.0 99.0 99.00
2009 10 21 20 20 218  6.1  7.2 99.00 99.00 99.00 999 1013.4  12.7  12.2 999.0 99.0 99.00
2009 10 21 20 50 232  6.3  7.4  2.07 10.00  7.92 236 1013.7  12.9  12.1 999.0 99.0 99.00
2009 10 21 21 50 266  6.7  7.8  2.16 17.39  8.71 237 1014.6  13.2  12.3 999.0 99.0 99.00
2009 10 21 22 20 263  5.2  6.1 99.00 99.00 99.00 999 1015.2  13.2  12.3 999.0 99.0 99.00
2009 10 21 22 50 254  4.6  5.6  2.11 17.39  8.57 247 1015.5  13.2  12.3 999.0 99.0 99.00
2009 10 21 23 20 246  4.8  5.7 99.00 99.00 99.00 999 1015.9  13.0  12.2 999.0 99.0 99.00
2009 10 21 23 50 237  5.2  6.2  2.32 17.39  9.53 238 1016.2  13.0  12.2 999.0 99.0 99.00
2009 10 22 00 20 238  4.9  6.1 99.00 99.00 99.00 999 1016.3  12.8  12.1 999.0 99.0 99.00
2009 10 22 00 50 235  4.9  5.8  2.01 10.81  8.68 229 1016.4  12.6  12.1 999.0 99.0 99.00
2009 10 22 01 20 237  5.3  6.3 99.00 99.00 99.00 999 1016.7  12.5  12.1 999.0 99.0 99.00
2009 10 22 01 50 239  4.8  6.0  2.61 16.00 10.21 253 1017.0  12.5  12.1 999.0 99.0 99.00
2009 10 22 02 20 243  5.1  6.0 99.00 99.00 99.00 999 1017.4  12.5  12.1 999.0 99.0 99.00
2009 10 22 02 50 245  5.8  7.6  2.77 16.00 10.92 228 1017.6  12.5  12.1 999.0 99.0 99.00
2009 10 22 03 20 239  4.4  5.3 99.00 99.00 99.00 999 1018.0  12.5  12.1 999.0 99.0 99.00
2009 10 22 03 50 230  3.6  4.7  2.77 17.39 10.33 241 1018.4  12.5  12.1 999.0 99.0 99.00
2009 10 22 04 20 220  3.6  4.6 99.00 99.00 99.00 999 1018.8  12.4  12.1 999.0 99.0 99.00
2009 10 22 04 50 227  3.6  4.8  2.92 16.00 10.32 251 1019.4  12.3  12.1 999.0 99.0 99.00
2009 10 22 05 20 202  4.6  5.8 99.00 99.00 99.00 999 1019.6  12.3  12.1 999.0 99.0 99.00
2009 10 22 05 50 197  5.4  6.8  3.11 16.00  9.99 236 1019.8  12.4  12.1 999.0 99.0 99.00
2009 10 22 06 20 204  5.6  6.7 99.00 99.00 99.00 999 1020.0  12.5  12.1 999.0 99.0 99.00
2009 10 22 06 50 202  5.6  8.1  3.53 16.00 10.39 249 1020.3  12.4  12.1 999.0 99.0 99.00
2009 10 22 07 20 206  5.3  6.6 99.00 99.00 99.00 999 1020.7  12.4  12.1 999.0 99.0 99.00
2009 10 22 07 50 208  5.6  6.8  3.34 16.00  9.66 230 1020.8  12.3  12.1 999.0 99.0 99.00
2009 10 22 08 20 203  5.6  7.0 99.00 99.00 99.00 999 1021.1  12.1  12.0 999.0 99.0 99.00
2009 10 22 08 50 200  4.7  5.9  3.62 12.90  9.77 253 1021.3  12.1  12.0 999.0 99.0 99.00
2009 10 22 09 20 197  4.2  5.4 99.00 99.00 99.00 999 1021.8  12.1  12.1 999.0 99.0 99.00
2009 10 22 09 50 198  4.3  5.4  3.75 16.00  9.51 242 1021.8  12.3  12.1 999.0 99.0 99.00
2009 10 22 10 20 185  4.0  5.4 99.00 99.00 99.00 999 1021.4  12.2  12.1 999.0 99.0 99.00
2009 10 22 10 50 174  1.9  2.9  3.77 16.00  9.87 232 1021.5  12.1  12.0 999.0 99.0 99.00
2009 10 22 11 20 158  2.4  3.4 99.00 99.00 99.00 999 1021.6  12.1  12.0 999.0 99.0 99.00
2009 10 22 11 50 110  3.2  6.0  3.95 17.39 10.48 234 1021.7  11.4  12.1 999.0 99.0 99.00
2009 10 22 12 20  84  2.4  4.5 99.00 99.00 99.00 999 1022.2  11.4  12.1 999.0 99.0 99.00
2009 10 22 12 50 102  1.6  3.6  3.86 16.00 10.97 249 1022.5  11.5  12.0 999.0 99.0 99.00
2009 10 22 13 20 105  3.1  5.0 99.00 99.00 99.00 999 1022.6  11.4  12.0 999.0 99.0 99.00
2009 10 22 13 50 101  4.0  5.5  3.52 16.00 11.05 240 1022.6  11.2  12.0 999.0 99.0 99.00
2009 10 22 14 20 104  4.8  6.7 99.00 99.00 99.00 999 1022.3  11.1  11.9 999.0 99.0 99.00
2009 10 22 14 50 102  4.7  6.1  3.35 16.00 11.40 261 1022.4  11.0  11.9 999.0 99.0 99.00
2009 10 22 15 20 104  5.3  6.8 99.00 99.00 99.00 999 1022.3  10.9  11.9 999.0 99.0 99.00
2009 10 22 15 50 105  5.2  7.4  3.58 16.00 11.68 246 1022.3  10.7  11.9 999.0 99.0 99.00
2009 10 22 16 20 107  4.7  6.4 99.00 99.00 99.00 999 1022.6  10.7  11.8 999.0 99.0 99.00
2009 10 22 16 50 108  3.9  5.5  3.74 14.81 11.42 244 1023.0  10.8  11.8 999.0 99.0 99.00
2009 10 22 17 20 117  3.4  5.9 99.00 99.00 99.00 999 1023.3  10.9  11.8 999.0 99.0 99.00
2009 10 22 17 50 124  3.0  4.9  3.62 12.90 11.26 253 1023.4  11.0  11.9 999.0 99.0 99.00
2009 10 22 18 20 115  3.5  6.0 99.00 99.00 99.00 999 1023.1  11.0  12.0 999.0 99.0 99.00
2009 10 22 18 50  99  4.6  6.4  3.35 14.81 10.96 261 1022.8  10.9  12.0 999.0 99.0 99.00
2009 10 22 19 20  99  4.5  6.4 99.00 99.00 99.00 999 1022.8  11.0  12.0 999.0 99.0 99.00
2009 10 22 19 50 102  5.1  7.6  3.76 12.12 10.84 251 1022.6  11.0  12.0 999.0 99.0 99.00
2009 10 22 20 20 104  4.6  6.0 99.00 99.00 99.00 999 1022.5  11.1  12.0 999.0 99.0 99.00
2009 10 22 20 50 120  4.4  5.9  3.77 14.81 10.40 261 1022.4  11.2  12.0 999.0 99.0 99.00
2009 10 22 21 20 123  5.0  6.9 99.00 99.00 99.00 999 1021.8  11.1  12.0 999.0 99.0 99.00
2009 10 22 21 50 124  4.9  6.4  3.54 14.81  9.93 252 1021.9  11.1  12.0 999.0 99.0 99.00
2009 10 22 22 20 111  5.3  7.4 99.00 99.00 99.00 999 1021.6  10.9  11.9 999.0 99.0 99.00
2009 10 22 22 50 104  5.9  7.7  3.41 13.79  9.59 257 1021.0  10.9  11.9 999.0 99.0 99.00
2009 10 22 23 20 103  7.1  9.0 99.00 99.00 99.00 999 1020.7  10.7  11.9 999.0 99.0 99.00
2009 10 22 23 50 112  7.0  8.6  3.36 13.79  9.16 264 1020.2  10.7  11.9 999.0 99.0 99.00
2009 10 23 00 20 117  6.3  8.0 99.00 99.00 99.00 999 1019.8  10.8  11.9 999.0 99.0 99.00
2009 10 23 00 50 122  6.8  8.7  3.28 13.79  8.99 261 1019.3  10.8  11.9 999.0 99.0 99.00
2009 10 23 01 20 122  6.9  8.3 99.00 99.00 99.00 999 1019.2  10.8  11.9 999.0 99.0 99.00
2009 10 23 01 50 111  7.2  9.4  2.82 13.79  8.90 264 1018.9  10.9  11.9 999.0 99.0 99.00
2009 10 23 02 20 110  7.2  9.2 99.00 99.00 99.00 999 1019.0  10.9  11.9 999.0 99.0 99.00
2009 10 23 02 50 113  8.3 10.4  2.86 14.81  9.09 261 1018.8  11.0  11.9 999.0 99.0 99.00
2009 10 23 03 20 111  8.3 10.3 99.00 99.00 99.00 999 1018.5  10.9  11.9 999.0 99.0 99.00
2009 10 23 03 50 112  8.9 11.6  2.32 12.12  8.14 272 1018.4  10.6  11.9 999.0 99.0 99.00
2009 10 23 04 20 115  7.8  9.6 99.00 99.00 99.00 999 1018.6  10.3  11.9 999.0 99.0 99.00
2009 10 23 04 50 117  7.7  9.5  2.50 12.12  8.75 264 1018.4  10.4  11.9 999.0 99.0 99.00
2009 10 23 05 20 123  8.1 10.4 99.00 99.00 99.00 999 1018.2  10.5  11.9 999.0 99.0 99.00
2009 10 23 05 50 124  8.7 10.5  2.60 13.79  8.65 259 1017.8  10.6  11.9 999.0 99.0 99.00
2009 10 23 06 20 122  8.6 10.4 99.00 99.00 99.00 999 1017.4  10.6  11.9 999.0 99.0 99.00
2009 10 23 06 50 115  8.3 10.5  2.29 12.12  8.40 273 1017.2  10.5  11.9 999.0 99.0 99.00
2009 10 23 07 20 108  8.9 10.8 99.00 99.00 99.00 999 1016.5  10.3  11.9 999.0 99.0 99.00
2009 10 23 07 50 113  9.6 11.0  2.27 12.90  8.45 261 1015.7  10.1  11.9 999.0 99.0 99.00
2009 10 23 08 20 116  9.7 11.7 99.00 99.00 99.00 999 1014.8  10.1  11.9 999.0 99.0 99.00
2009 10 23 08 50 125 11.1 13.3  2.26 12.90  7.81 258 1014.2  10.4  11.9 999.0 99.0 99.00
2009 10 23 09 20 122 11.1 14.0 99.00 99.00 99.00 999 1014.0  10.3  11.9 999.0 99.0 99.00
2009 10 23 09 50 119 11.5 14.3  2.35 13.79  7.57 257 1013.2  10.3  11.8 999.0 99.0 99.00
2009 10 23 10 20 118 11.7 14.2 99.00 99.00 99.00 999 1012.8  10.1  11.8 999.0 99.0 99.00
2009 10 23 10 50 120 10.9 12.9  2.65 12.90  7.23 264 1012.3  10.1  11.8 999.0 99.0 99.00
2009 10 23 11 20 123 10.4 12.8 99.00 99.00 99.00 999 1012.0  10.2  11.8 999.0 99.0 99.00
2009 10 23 11 50 125 10.7 13.2  3.03 10.81  7.72 252 1011.0  10.1  11.8 999.0 99.0 99.00
2009 10 23 12 20 123  9.8 12.2 99.00 99.00 99.00 999 1011.0  10.1  11.8 999.0 99.0 99.00
2009 10 23 12 50 117  9.5 12.6  3.29  9.09  7.93 234 1010.5  10.2  11.8 999.0 99.0 99.00
2009 10 23 13 20 114  9.3 12.5 99.00 99.00 99.00 999 1010.4  10.2  11.8 999.0 99.0 99.00
2009 10 23 13 50 116  7.8  9.6  3.68 10.00  7.90 235 1010.4  10.2  11.8 999.0 99.0 99.00
2009 10 23 14 20 110  8.0 10.0 99.00 99.00 99.00 999 1010.0  10.3  11.8 999.0 99.0 99.00
2009 10 23 14 50 115  7.3  9.6  2.95 12.90  7.80 259 1009.8  10.4  11.8 999.0 99.0 99.00
2009 10 23 15 20 115  7.4  9.5 99.00 99.00 99.00 999 1009.8  10.4  11.8 999.0 99.0 99.00
2009 10 23 15 50 110  7.0  8.6  2.61 10.00  7.41 249 1009.5  10.5  11.8 999.0 99.0 99.00
2009 10 23 16 20 107  6.1  7.6 99.00 99.00 99.00 999 1009.9  10.4  11.8 999.0 99.0 99.00
2009 10 23 16 50 100  5.7  7.9  2.24 10.00  7.36 239 1009.7  10.6  11.8 999.0 99.0 99.00
2009 10 23 17 20 109  5.2  7.7 99.00 99.00 99.00 999 1009.6  10.6  11.9 999.0 99.0 99.00
2009 10 23 17 50 111  6.0  7.5  2.21 10.00  7.81 241 1009.5  10.6  11.9 999.0 99.0 99.00
2009 10 23 18 20 121  4.9  6.2 99.00 99.00 99.00 999 1009.7  10.7  11.9 999.0 99.0 99.00
2009 10 23 18 50 115  3.9  5.0  1.87 12.90  7.73 262 1010.0  10.9  11.9 999.0 99.0 99.00
2009 10 23 19 20 126  3.9  4.8 99.00 99.00 99.00 999 1010.1  11.0  11.9 999.0 99.0 99.00
2009 10 23 19 50 133  3.3  4.9  2.16 12.12  8.93 266 1010.2  11.1  11.9 999.0 99.0 99.00
2009 10 23 20 20 143  2.3  3.2 99.00 99.00 99.00 999 1010.5  11.1  11.9 999.0 99.0 99.00
2009 10 23 20 50 117  2.4  3.5  1.99 12.12  8.69 247 1010.6  11.2  11.9 999.0 99.0 99.00
2009 10 23 21 20 292  5.3  9.0 99.00 99.00 99.00 999 1011.1  11.9  11.9 999.0 99.0 99.00
2009 10 23 21 50 324 11.6 14.4  2.11 11.43  7.71 265 1011.3  11.9  11.9 999.0 99.0 99.00
2009 10 23 22 20 314 12.8 15.9 99.00 99.00 99.00 999 1011.7  12.3  11.9 999.0 99.0 99.00
2009 10 23 22 50 314 12.1 14.6  2.62 12.12  6.47 265 1012.1  12.3  11.9 999.0 99.0 99.00
2009 10 23 23 20 309 12.5 15.5 99.00 99.00 99.00 999 1012.7  12.2  11.9 999.0 99.0 99.00
2009 10 23 23 50 303 12.8 16.8  2.75 12.12  6.52 261 1013.1  12.2  11.9 999.0 99.0 99.00
2009 10 24 00 20 296 12.8 15.3 99.00 99.00 99.00 999 1013.7  12.2  11.9 999.0 99.0 99.00
2009 10 24 00 50 300 12.3 15.6  3.43 11.43  6.97 266 1014.4  12.2  12.0 999.0 99.0 99.00
2009 10 24 01 20 303 12.8 15.9 99.00 99.00 99.00 999 1014.7  12.0  12.0 999.0 99.0 99.00
2009 10 24 01 50 306 13.2 15.6  3.47 11.43  6.70 264 1015.3  12.0  11.9 999.0 99.0 99.00
2009 10 24 02 20 306 12.7 16.3 99.00 99.00 99.00 999 1015.7  11.9  11.9 999.0 99.0 99.00
2009 10 24 02 50 305 12.4 16.2  3.99 11.43  7.28 291 1016.1  11.8  11.9 999.0 99.0 99.00
2009 10 24 03 20 308 12.5 16.4 99.00 99.00 99.00 999 1016.4  11.8  11.9 999.0 99.0 99.00
2009 10 24 03 50 311 13.3 16.9  3.82 10.81  7.37 271 1016.7  11.7  11.9 999.0 99.0 99.00
